"","�..Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Pages","Issue","Volume","Series","Publisher","Place","Language","Extra","Manual.Tags","Automatic.Tags","Editor","origin_DB"
"wos_final.44","WDZ7EZW9","journalArticle",2018,"Manuel Castro, Juan; Angelica Bianchi, Virginia; Martin Pascual, Mariano; Almeida, Cesar; Venturino, Andres; Marcelo Luquet, Carlos","Immune and biochemical responses in hemolymph and gills of the Patagonian freshwater mussel Diplodon chilensis, against two microbiological challenges: Saccharomyces cerevisiae and Escherichia coli","JOURNAL OF INVERTEBRATE PATHOLOGY","","0022-2011","10.1016/j.jip.2018.08.005",NA,"Immune cell characterization, immunological response and the associated gill oxidative balance were studied in the Patagonian freshwater mussel, Diplodon chilensis, using two microbiological immunostimulant models: Saccharomyces cerevisiae and Escherichia coli. Mussels were collected out of the breeding season in Paimun Lake and acclimated in the laboratory. Two exposure experiments were performed during two consecutive weeks: (1) mussels challenged with 500 yeast cells mL(-1); and (2) mussels challenged with 1000 bacteria cells mL(-1). Microorganisms were added in the water every two days, alternating with 6000 lyophilized cells of the green algae Scenedesmus vacuolatus mL(-1). A control group, fed with S. vacuolatus, was set for each treatment. Morphological cell characterization was carried out in adherent hemocytes of D. chilensis hemolymph under control conditions. The most important cell type observed were the hyalinocytes (representing ca. 98% of the circulating cells), agranular cells with non-central polymorphic nucleus surrounded by cytoplasm; granulocytes (cells with cytoplasmic granules and non-central rounded nucleus) represented ca. 2%. Another two cell types were occasionally detected, binucleated hyalinocytes and hemoblast-like cells but were not considered for the analyses. Both adherent hyalinocytes and granulocytes exhibit phagocytic activity towards Congo red stained yeast, which was two-fold higher in granulocytes than in hyalinocytes, regardless of the applied challenge. Total hemocyte counts were diminished in mussels challenged with S. cerevisiae or E. coli. Hydrolytic and defense cellular enzyme activities were analyzed only for hyalinocytes. Both, S. cerevisiae and E. coli increased acid phosphatase activity. E. coli challenge diminished hemocyte lysosomal membrane stability and increased humoral phenoloxidase activity, while S. cerevisiae challenge did not affect any of these variables. Mussels challenged with E. coil showed increased gill antioxidant response without oxidative damage, while those challenged with S. cerevisiae showed no change in these variables.","2018-09","2021-08-11 16:16:48","2021-08-11 16:16:48","36-44","",157,"","","","English","Place: 525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA Publisher: ACADEMIC PRESS INC ELSEVIER SCIENCE Type: Article","Bivalves; Oxidative stress; Cytochemical characterization; Humoral response; Immune system",NA,"","wos_final"
"wos_final.45","SWUJKTGW","journalArticle",2018,"Simeone, Diego; Santos, Cristiney; Gisane, Flavia; Tagliaro, Claudia Helena; Beasley, Colin Robert","Greater macroinvertebrate diversity and freshwater mussel density in meander margins of an Amazon river","FRESHWATER BIOLOGY","","0046-5070","10.1111/fwb.13121",NA,"Meanders are complex aquatic environments exhibiting different flow and sediment characteristics that influence macroinvertebrate distribution. Differences in macroinvertebrate composition, freshwater mussel density (mainly Castalia ambigua Lamarck, 1819) and habitat variables were investigated, using uni- and multivariate analyses, in two zones, the margin and thalweg, of the meanders of a 7-km stretch of a morphologically unaltered tropical alluvial lowland river. Clear differences were found between meander zones, with greater taxonomic and functional diversity of macroinvertebrates and greater freshwater mussel densities in the meander margin. A total of 12 families of macroinvertebrates were exclusive to the meander margin, and macroinvertebrate indicators of zones were Philopotamidae and Leptoceridae (meander margin) and Chironomidae and Elmidae (meander thalweg). In the meander margin, there were no differences in macroinvertebrate abundance, and taxonomic and functional group diversity among areas with low, medium and high mussel density. Macroinvertebrate abundance did not vary between zones, but in both, abundance was associated with lower pH and higher electrical conductivity. Low shear velocity, which stabilises the river bed, high organic matter content and percentage silt in the meander margin were associated with higher taxonomic and functional macroinvertebrate diversity, as well as the presence of freshwater mussels. Natural unaltered meanders are spatially heterogeneous in both habitat and biodiversity and, similar to restored meanders, support greater macroinvertebrate taxonomic and functional diversity, as well as maintain freshwater mussel beds, mainly by stabilising the river bed. The meander margin may also be important for attracting mussel host fish that feed on macroinvertebrates and aid mussel dispersal. Thus, the meander margins, and other similar riparian habitats with low shear velocity, for example, side channels and pools, have potentially high conservation value and should be afforded due protection.","2018-09","2021-08-11 16:16:48","2021-08-11 16:16:48","1118-1129","9",63,"","","","English","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","bivalve; functional groups; lotic habitat; organic matter; shear velocity",NA,"","wos_final"
"wos_final.46","8DCJ8F8B","journalArticle",2018,"Bonnail, Estefania; Buruaem, Lucas M.; Morais, Lucas G.; Araujo, Giuliana S.; Abessa, Denis M. S.; Sarmiento, Aguasanta M.; Angel DelValls, T.","Integrative assessment of sediment quality in lower basin affected by former mining in Brazil","ENVIRONMENTAL GEOCHEMISTRY AND HEALTH","","0269-4042","10.1007/s10653-017-9996-4",NA,"The Ribeira de Iguape River (Southeast Brazil) is metal contaminated by mining activities. Despite it has been cataloged as “in via of restoration” by the literature, this basin is still a sink of pollution in some segments of the fluvial system. This study aimed to assess the sediment quality in the lower part of the RIR basin. The employed approach was based on biological responses of the freshwater clam Corbicula fluminea after 7-day exposure bioassays using as the reference site the Perequ Ecological Park. Toxic responses (burial activity and lethality) and biochemical biomarkers (GST, GR, GPx, LPO, MTs, AChE and DNA damage) were evaluated and then integrated with metal bioavailability and chemical concentrations to address the sediment quality in the area through the weight-of-evidence approach. A multivariate analysis identified linkages between biological responses and contamination. Results pointed that, despite being below the benchmarks of the US Environmental Protection Agency, there is slight metal contamination in the lower part of the basin which induces oxidative stress in C. fluminea; other toxic responses were sometimes attributed to As and Cr bioaccumulation. The sediment quality values (℡-PEL values in mg/kg) were calculated for the current study for As (0.63-1.31), Cr (3.5-11.05), Cs (1.0-1.17), Cu (6.32-7.32), Ni (6.78-7.46), Ti (42.0-215), V (1.77-8.00). By comparison with other international guidelines, the sediment quality of the lower basin of the Vale de Ribeira does not identify a significant environmental risk.","2018-08","2021-08-11 16:16:48","2021-08-11 16:16:48","1465-1480","4",40,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Corbicula fluminea; Biomarkers; Mining contamination; Ribeira de Iguape River; Weight of evidence",NA,"","wos_final"
"wos_final.47","SDF75RH3","journalArticle",2018,"Duchini, Daniela; Boltovskoy, Demetrio; Sylvester, Francisco","The invasive freshwater bivalve Limnoperna fortunei in South America: multiannual changes in its predation and effects on associated benthic invertebrates","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-018-3561-8",NA,"The invasive golden mussel Limnoperna fortunei is known to strongly affect benthic communities in South American freshwaters, but the evolution of these effects after the early invasion stages is poorly understood. Using predator exclusion (covered with 15- and 40-mm meshes) and inclusion (unprotected) substrates, we investigated the interaction between golden mussels and benthic invertebrate communities at different levels of exposure to predators in the Parana River delta. Colonization of the substrates was largely dominated by the mussels. Oligochaeta, Nematoda, and Hirudinea were the most abundant accompanying groups, while Rotifera, Tardigrada, Copepoda, Cladocera, Chironomidae, Gastropoda, Hydracarina, Amphipoda, and nauplii appeared sporadically. Regardless of their different trophic modes and functional attributes, the numbers and biomass of associated invertebrates were not only enhanced by protection against predators, but also by the presence of mussel colonies. Enhancement of invertebrate densities associated with mussel colonies was higher on unprotected than protected substrates, suggesting that invertebrate facilitation increases with increasing predation pressure. Comparisons with a similar study carried out a decade earlier suggest that, after two decades of invasion, the reproductive potential of the mussel, the predation pressure on its colonies, and its facilitation effects on other invertebrates have increased in the Parana River delta.","2018-07","2021-08-11 16:16:49","2021-08-11 16:16:49","431-446","1, SI",817,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Limnoperna fortunei; Argentina; Benthic invertebrates; Facilitation; Multiannual changes; Predation",NA,"","wos_final"
"wos_final.48","LBTVF243","journalArticle",2018,"Callil, Claudia T.; Leite, Marilene C. S.; Mateus, LAcia A. F.; Jones, Jess W.","Influence of the flood pulse on reproduction and growth of Anodontites trapesialis (Lamarck, 1819) (Bivalvia: Mycetopodidae) in the Pantanal wetland, Brazil","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-017-3097-3",NA,"Determining how, when, and why energy allocation occurs based on different life history traits, provides core knowledge for understanding evolution, ecology, and conservation of populations. We assumed that, in seasonal environments, Anodontites trapesialis, a common freshwater mussel in the Pantanal wetland, has to time its maturation, its larvae incubation time, and adjusts its breeding strategy seasonally. From histological analyses of gametes, larval count, and marginal increment of the shell rings, we present information about phenology and growth strategies to investigate the influence of environment and reproductive period on growth. We determined for the first time, asymptotic maximum size and longevity for this mussel. This species is a functional hermaphrodite, with maturation and spawning starting at the end of the flood period, when the water begins to recede and fishes return to the main river channel. The larvae, lasidium in this case, disperse on host fishes at this time. As we predicted, the flood pulse is the main regulatory factor to the growth patterns and reproductive period establishment. The species' life history traits are discussed in the context of life history theory as adaptive responses to the dynamic balance imposed by the seasonality of the Pantanal.","2018-03","2021-08-11 16:16:49","2021-08-11 16:16:49","433-448","1, SI",810,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Conservation; Brazil; Reproduction; Freshwater mussel; Pantanal; Wetland; Life history tradeoff; Seasonal flood pulse",NA,"","wos_final"
"wos_final.49","IB9EMQUN","journalArticle",2018,"Martello, Alcemar Rodrigues; Kotzian, Carla Bender; Erthal, Fernando","The role of topography, river size and riverbed grain size on the preservation of riverine mollusk shells","JOURNAL OF PALEOLIMNOLOGY","","0921-2728","10.1007/s10933-017-0010-z",NA,"The degree to which a group of fossils reflects the original community from which it was derived can be estimated by comparing living communities with locally accumulated dead remains. Such live-dead approaches (LA/DA) can provide important baseline information on the ecological structure of ancient freshwater systems. This study explored variations in composition, richness, evenness and rank-abundance in live and dead mollusk assemblages recovered from the Ibicui River Basin, southern Brazil. LA/DA was related to topography, river size, and sediment grain size, separated respectively into plain (altitude 0-100 m) versus slope (100-500 m), small versus medium-large stream orders, and gravel versus sand substrate. Positive correlation between LA and DA species composition was significant only in large rivers. Slope areas showed LA/DA species compositions that were significantly different, whereas the communities from sand and gravel substrates were quite similar. Important factors that affected live/dead similarity in the study area included (1) destruction of thin, fragile shells of dead animals by acidic waters that are common in the region, (2) downstream drift of small spherical shells from species common in slope areas, such as Potamolithus sp., and (3) high abundances of invasive species in the local death assemblage, especially in large rivers. High fidelity in large rivers is caused by the presence of favorable habitats for bivalve communities. Coarse sediments are an important driver of macro invertebrate diversity, acting as shell traps that slow the downstream drift of bivalve remains and improve the preservation of fluvial mollusks. The preservation potential of dead assemblages of the Ibicui River showed that fossil assemblages are useful tools for recognizing ancient riverscapes, such as flat areas with sandy substrates.","2018-03","2021-08-11 16:16:49","2021-08-11 16:16:49","309-327","3",59,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Bivalve; Gastropod; Paleoecology; Fluvial habitat; Quantitative fidelity; Spatial scale",NA,"","wos_final"
"wos_final.50","PMRTBZ6K","journalArticle",2018,"Santos-Neto, Guilherme da Cruz; da Silva Nunes, Ismael Sander; Beasley, Colin Robert; Bessa Silva, Adam Rick; Gomes, Cleidson Paiva; Tagliaro, Claudia Helena","Evolution in action: allopatry, variable diversity and a stepping-stone model of migration among populations of the freshwater bivalve Triplodon corrugatus from the north-eastern Amazon","HYDROBIOLOGIA","","0018-8158","10.1007/s10750-017-3323-z",NA,"Triplodon corrugatus is a freshwater bivalve (Hyriidae) endemic to the Amazon, Orinoco and Tocantins basins, and the Piria river. Our understanding of hyriid diversity at, and below, the species level, remains poor. The genetic diversity of T. corrugatus from the Tapajs, Amazon, Tocantins, Irituia and Piria rivers in the north-eastern Brazilian Amazon was investigated. Except for the Irituia, where a single COII-COI haplotype had been fixed, all the other populations had medium to high haplotype diversities, and all populations had low nucleotide diversities. Pairwise fixation indices indicated that all populations were structured, except for comparisons between the Tapajs and Amazon, and the Amazon and Tocantins rivers, which may be explained by a stepping-stone model of migration. AMOVA detected that 81.28% of the variation was among populations. However, STRUCTURE analyses corroborated only the Piria river specimens as comprising a distinct population, which is being maintained by allopatry due to the current isolation between the Piria, and the Amazon and Tocantins basins.","2018-03","2021-08-11 16:16:49","2021-08-11 16:16:49","227-237","1, SI",810,"","","","English","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","Conservation; mtDNA; Hyriidae; COII-COI; Neotropical; Population genetics",NA,"","wos_final"
"wos_final.51","U2R7SUBQ","journalArticle",2018,"Yusseppone, Maria S.; Marquez, Federico; Luquet, Carlos M.; Brey, Thomas; Rios de Molina, Maria C.; Rocchetta, Iara","Does shell shape variation play a role in conservation of the long-lived freshwater bivalve Diplodon chilensis (Bivalvia, Hyriidae)?","ECOHYDROLOGY","","1936-0584","10.1002/eco.1931",NA,"Freshwater bivalves of the order Unionoida display an uncommon phenotypic plasticity with high interpopulation and intrapopulation morphological variability, which could be advantageous for coping with habitat modifications. However, unionoids have suffered a marked population decline in different parts of the world in the last decades. A decline in some populations of the South American long-lived freshwater mussel Diplodon chilensis as a consequence of habitat deterioration has recently been recorded. Ontogenetic allometry and shape variation in shells of D.chilensis from 2 different sites, Paimun lake and Chimehuin river, North Patagonia, Argentina, have been studied. For these purposes, geometric morphometric methods were used. Shell shape shows differences between sites, which the shells from Chimehuin river show less intrapopulation variability; are more elongated, with the anterior part extended upwards and the posterior part downwards; and show a steeper anterior curvature at the umbo compared to those from Paimun lake. These characteristics make shell shape more streamlined to withstand river current. Furthermore, the extended posterior-ventral part in river shells coincides with higher foot weight that would improve anchoring to the river rocky-sandy substrate. River shells present a bounded eco-morphotype whereas the higher variability of lake shells includes the river eco-morphotype. Growth is allometric throughout life in both sites and is not sex-dependent. The success of river repopulation programmes using mussels from lake populations may be increased by transplanting selected individuals that show river eco-morphotype.","2018-03","2021-08-11 16:16:49","2021-08-11 16:16:49","","2",11,"","","","English","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","river; Diplodon chilensis; geometric morphometric; lake; ontogeny; Patagonia",NA,"","wos_final"
"wos_final.52","CDMWDREW","journalArticle",2018,"De Stefano, L. G.; Gattas, F.; Vinocur, A.; Cristos, D.; Rojas, D.; Cataldo, D.; Pizarro, H.","Comparative impact of two glyphosate-based formulations in interaction with Limnoperna fortunei on freshwater phytoplankton","ECOLOGICAL INDICATORS","","1470-160X","10.1016/j.ecolind.2017.11.021",NA,"Although contamination and invasive species are two of the most relevant anthropogenic drivers affecting ecosystems, their joint impact on the environment has been poorly investigated. Glyphosate, directly or indirectly, contaminates freshwater systems which in turn may be invaded by the golden mussel Limnoperna fortunei. Under laboratory conditions, we studied the combined effect of technical-grade glyphosate, Roundup Max (R) and Glifosato Atanor (R), in scenarios with and without L. fortunei, on phytoplankton from Salto Grande Reservoir (Uruguay River, Argentina). We expected that the effects of the interaction on phytoplankton and water quality would vary with the form of herbicide applied. The assay was conducted for 14 days (TO using 3-L bottles as experimental units. Eight treatments were performed in triplicate: C: Control; M: mussel; G: technical grade glyphosate acid; R: Roundup Max (R); Glifosato Atanor (R); MG: mussel + technical-grade glyphosate acid, MA: mussel + Glifosato Atanor (R) and MR: mussel + Roundup Max (R). The active ingredient was applied at 6 ppm. The dissipation of glyphosate in water was 1.5-2.6 times higher in presence of mussels. Treatments G and A showed an increase in phytoplankton abundance, mainly the cyanobacteria Microcystis spp. with rised to 289% and 639% at Tf, respectively, relative to their values at Ti. Roundup Max (R) limited the growth of Microcystis spp., as its abundance decreased 59% relative to Ti. L. fortunei reduced phytoplankton abundances at Tf. Evenness increased significantly in M, MG, MR and MA, while it decreased in G, R and A relative to C. The interaction of factors produced a significant synergistic increase in periphyton; periphytic chlorophyll a concentration was 0.81 +/- 0.02 mu g cm(-2) for MR; 0.09 +/- 0.02 mu g cm(-2) for MA and 0.02 +/- 0.01 mu g cm(-2) for MG. Limnoperna fortunei appeared as the driving force in the interaction. The assay described here allows for the rapid assessment of the impact of these types of agents on freshwater.","2018-02","2021-08-11 16:16:49","2021-08-11 16:16:49","575-584","",85,"","","","English","Place: PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS Publisher: ELSEVIER SCIENCE BV Type: Article","Freshwater; Limnoperna fortunei; Microcosms; Glifosato Atanor (R); Glyphosate; Roundup Max (R); Anthropogenic stressors; Synergism",NA,"","wos_final"
"wos_final.53","5GZS4WR8","journalArticle",2018,"Andrade, Jennifer T. M.; Cordeiro, Nelmara I. S.; Montresor, Langia C.; Luz, Dalva M. R.; Luz, Renata C. R.; Martinez, Carlos B.; Pinheiro, Jairo; Paglia, Adriano P.; Vidigal, Teofania H. D. A.","Effect of temperature on behavior, glycogen content, and mortality in Limnoperna fortunei (Dunker, 1857) (Bivalvia: Mytilidae)","JOURNAL OF LIMNOLOGY","","1129-5767","10.4081/jlimnol.2017.1658",NA,"Limnoperna fortunei (Dunker 1857) is a freshwater mussel with physiological tolerance to different environmental conditions, which may explain its success as an invasive species. The role of abiotic factors in its establishment, abundance and projections of risk of further spread into several areas has been studied. These mussels may respond to multiple environmental stressors, such as temperature, through physiological mechanisms, behavioral responses, mortality or some combination of these. The aim of this study was to investigate the behavioral responses (valve closing), glycogen concentrations and mortality of L. fortunei under four different temperatures (5 degrees C, 10 degrees C, 20 degrees C and 30 degrees C) during a chronic test (30 days). Two-way analysis of variance (ANOVA) was used to compare glycogen concentrations across days of the experiment and at the different temperatures. Differences in valve-closing behavior and mortality among temperatures were tested using repeated-measures ANOVA. We observed that most of the mussels maintained at 5 degrees C closed their valves (74.7 +/- 15.3%), indicating that they remain inactive at low temperatures. The glycogen levels significantly differed among the temperatures tested. These differences occurred mainly due to the high glycogen values observed in mussels exposed to 10 degrees C. Stability in glycogen concentrations was observed within each particular temperature. The cumulative mortality was higher at extreme temperatures (5 degrees C and 30 degrees C). The ideal temperature for laboratory maintenance and tests is approximately 20 degrees C. Our data also show that L. fortunei can survive and maintain their energy reserves (glycogen) for several days at 5 degrees C, an important feature related to its invasion success.","2018","2021-08-11 16:16:49","2021-08-11 16:16:49","189-198","2",77,"","","","English","Place: MEDITGROUP, VIA G BELLI, 4, PAVIA, 27100, ITALY Publisher: PAGEPRESS PUBL Type: Article","Bioinvasion; golden mussel; physiology; valve closing",NA,"","wos_final"
"wos_final.54","VJ45RSPJ","journalArticle",2017,"Manuel Castro, Juan; Angelica Bianchi, Virginia; Pascual, Mariano; Venturino, Andres; Marcelo Luquet, Carlos","MODULATION OF IMMUNE AND ANTIOXIDANT RESPONSES BY AZINPHOS-METHYL IN THE FRESHWATER MUSSEL DIPLODON CHILENSIS CHALLENGED WITH ESCHERICHIA COLI","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","","0730-7268","10.1002/etc.3612",NA,"The aim of the present study was to characterize the immune response-total hemocyte number, cell type proportion, hemocyte viability, lysosomal membrane stability, phagocytic activity, cellular acid and alkaline phosphatase activity, and humoral bacteriolytic and phenoloxidase activity-in Diplodon chilensis exposed to 0.2 mg/L of azinphos-methyl (AZM), using Escherichia coli as immunological and pro-oxidant challenges. In addition, glutathione-S-transferase and lipid peroxidation thiobarbituric acid reactive substances were analyzed in gill tissue. Mussels from an unpolluted site were treated for 3 d as follows: 1) experimental control; 2) solvent effects control (acetone 0.01%); 3) bacterial challenge effects control (E. coli, 5 cells/mL x 10(4) cells/mL); 4) pesticide effects control (AZM in acetone); 5) control for combined effects of solvent and bacterial challenge; and 6) exposed to AZM, then challenged with E. coli. The results showed increased granulocyte proportion and phagocytic activity. Partial reversion of deleterious effects of E. coli on lysosomal membranes was observed in mussels exposed to AZM and then challenged with E. coli. Total hemocyte number and humoral bacteriolytic activity were increased only by E. coli challenge. Acid phosphatase activity was increased by both E. coli and AZM, whereas the stimulating effect of E. coli on alkaline phosphatase activity was negatively modulated by AZM. Azinphos-methyl inhibited phenoloxidase activity regardless of the E. coli challenge. Gill glutathione-S-transferase activity was increased by E. coli treatment either alone or pretreated with acetone or AZM and by AZM alone. Thiobarbituric acid reactive substance levels were reduced by AZM alone or combined with the E. coli challenge and by acetone followed by the E. coli challenge. Both acetone and AZM seem to be important modulators of immune and antioxidant responses in D. chilensis. (C) 2016 SETAC","2017-07","2021-08-11 16:16:49","2021-08-11 16:16:49","1785-1794","7",36,"","","","English","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","Aquatic invertebrates; Immunotoxicity; Organophosphorus insecticide; Stress response",NA,"","wos_final"
"wos_final.55","MWTB9QTV","journalArticle",2017,"Mercedes Iummato, Maria; Pizarro, Haydee; Cataldo, Daniel; Di Fiori, Eugenia; dos Santos Afonso, Maria; Rios de Molina, Maria del Carmen; Beatriz Juarez, Angela","EFFECT OF GLYPHOSATE ACID ON BIOCHEMICAL MARKERS OF PERIPHYTON EXPOSED IN OUTDOOR MESOCOSMS IN THE PRESENCE AND ABSENCE OF THE MUSSEL LIMNOPERNA FORTUNEI","ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY","","0730-7268","10.1002/etc.3820",NA,"Glyphosate is currently the most widely used herbicide in agricultural production. It generally enters aquatic ecosystems through surface water runoff and aerial drift. We evaluated the effect of glyphosate acid on biochemical parameters of periphyton exposed to concentrations of 1, 3, and 6 mg/L in outdoor mesocosms in the presence and absence of the mussel Limnoperna fortunei. Periphyton ash-free dry weight, chlorophyll a content, carotene/chlorophyll a ratio, lipid peroxidation levels, and superoxide dismutase and catalase activities were determined at days 0, 1, 7, 14, and 26 of the experimental period. Ash-free dry weight was similar between control and glyphosate-treated periphyton in the absence of L. fortunei. The latter had significantly lower carotene to chlorophyll a ratios and enzyme activities, and higher lipid peroxidation levels and chlorophyll a content than the former. These results show an adverse effect of glyphosate on the metabolism of periphyton community organisms, possibly inducing oxidative stress. On the contrary, no differences were observed in any of these variables between control and glyphosate-treated periphyton in the presence of L. fortunei. Mussels probably attenuated the herbicide effects by contributing to glyphosate dissipation. The results also demonstrate that biochemical markers provide useful information that may warn of herbicide impact on periphyton communities. (C) 2017 SETAC","2017-07","2021-08-11 16:16:49","2021-08-11 16:16:49","1775-1784","7",36,"","","","English","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","Mussel; Algae; Oxidative stress; Glyphosate; Stress response; Freshwater toxicology; Herbicide; Periphyton",NA,"","wos_final"
"wos_final.56","6KB5TEKZ","journalArticle",2017,"Naranjo-Garcia, Edna; Castillo-Rodriguez, Zoila G.","First inventory of the introduced and invasive mollusks in Mexico","NAUTILUS","","0028-1344","",NA,"Early historical records are included in this first national inventory of species of mollusks introduced, whether intentionally or not, into Mexico by humans. Of the 56 exotic-invasive mollusks listed, 15 inhabit brackish and marine environments, 10 freshwater, and 31 are terrestrials. Thirty-six per cent of the introduced species come from Europe and the Mediterranean, 18% from Asia-Australia-New Zealand, 46 % are cryptogenic, coming from different regions of the planet, and the origin of several others is uncertain. The best-represented families are Mytilidae, Teredinidae (brackish and marine), Ampullariidae, Thiaridae, and Planorbidae (freshwater), and Helicidae, Agriolimacidae, Limacidae, Subulinidae, and Vallonidae (terrestrial). They involve Mytilus galloprovincialis Lamarck, 1819, Pomacea canaliculata, Lamarck, 1819, and Dreissena polymorpha (Pallas, 1771), species included among the world's worst invasive species. Some have become naturalised: three brackish and marine species, six freshwater, and twelve terrestrial. The increase in exchange of goods, services, and transport has assisted in the transfer of species from distant places, as has intentional or unintentional introduction of species of economic importance (M. galloprovincialis, Crassostrea gigas (Thunberg, 1793), C. sikamea (Amemiya, 1928)), without consideration of the epibionts, endobionts, and endoparasites that may also be introduced. Effective strategies must be developed to minimize the potential impact of biological invasions and raise public awareness of the problem; this must include the rigorous application of more stringent regulations.","2017-06-13","2021-08-11 16:16:49","2021-08-11 16:16:49","107-126","2",131,"","","","English","Place: C/O DR JOSE H LEAL, ASSOCIATE/MANAGING EDITOR, 3075 SANIBEL-CAPTIVA RD, SANIBEL, FL 33957 USA Publisher: BAILEY-MATTHEWS SHELL MUSEUM Type: Article","freshwater; mollusks; exotic; economic and biological risks; marine; terrestrial mollusks",NA,"","wos_final"
"wos_final.57","X6EG2Y3W","journalArticle",2017,"Pie, Marcio R.; Stroher, Patricia R.; Agostinis, Andre O.; Belmonte-Lopes, Ricardo; Tadra-Sfeir, Michelle Z.; Ostrensky, Antonio","Development of a real-time PCR assay for the detection of the golden mussel (Limnoperna fortunei, Mytilidae) in environmental samples","ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","","0001-3765","10.1590/0001-3765201720160723",NA,"The golden mussel, Limnoperna fortunei, is among the most devastating invasive species in freshwater habitats worldwide, leading to severe environmental disturbances and economic losses. Therefore, management efforts would be greatly improved by methods that efficiently detect and quantify the abundance of the golden mussel in freshwater habitats, particularly in early stages of colonization. In this study, we describe a highly-sensitive real-time PCR assay targeting a 100-bp region of the COI mitochondrial gene of the golden mussel. The method was able to detect as little as 0.225 pg of target DNA. This assay represents an important contribution to surveillance methods, as well as to optimize field measures to contain and manage populations of the golden mussel in its introduced range.","2017-06","2021-08-11 16:16:49","2021-08-11 16:16:49","1041-1045","2",89,"","","","English","Place: RUA ANFILOFIO DE CARVALHO, 29, 3 ANDAR, 20030-060 RIO JANEIRO, BRAZIL Publisher: ACAD BRASILEIRA DE CIENCIAS Type: Article","invasive species; eDNA; environmental DNA; molecular identification",NA,"","wos_final"
"wos_final.58","CER9M6AM","journalArticle",2017,"Jara-Seguel, Pedro; Parada, Esperanza; Peredo, Santiago; Palma-Rojas, Claudio; von Brand, Elisabeth","Nuclear DNA content in two Sphaeriidae species from Southern Chile (Bivalvia: Veneroida)","MOLLUSCAN RESEARCH","","1323-5818","10.1080/13235818.2016.1253450",NA,"The family Sphaeriidae is a group of cosmopolitan freshwater clams that inhabit temporary and permanent fluvial and lacustrine environments around the world. In Chile, Sphaeriidae is represented by 11 species belonging to the genera Musculium, Pisidium and Sphaerium. In this study, the nuclear DNA content (or 2C-value) of Musculium argentinum (d'Orbigny, 1835) and Pisidium llanquihuense Ituarte, 1999 was estimated for the first time. Musculium argentinum showed a 2C-value of 3.7 +/- 0.38 pg, whereas P. llanquihuense showed a 2C-value of 3.57 +/- 0.36 pg. These 2C-values are within the range previously reported for Sphaeriidae (2.35-5.7 pg), which includes diploids and polyploids, amounting to 13 of the species examined around the world. Of the cytological data available for the family, the nuclear DNA content can have a unifying role in understanding the magnitude of the chromosome polymorphisms within this polyploid complex.","2017-05","2021-08-11 16:16:49","2021-08-11 16:16:49","98-103","2",37,"","","","English","Place: 2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND Publisher: TAYLOR & FRANCIS LTD Type: Article","2C-value; image microdensitometry; Musculium; Pisidium; polyploidy",NA,"","wos_final"
